"","area","location","timepoint","date","measurer","waves","sun","rain","temp","st.catch","end.catch","visibility","ID","zone","sex","sex.method","roundness","length","weight","comment","roundness2","date2","meanmaxtempdate","datetomeanmax"
"5985","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",76,"2","f","r","3",45.5,98,"","3",2024-04-29,2022-08-17,620.8
"5986","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",10,"1","f","r","2",49,98,"","2",2024-04-29,2022-08-17,620.8
"5987","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",48,"2","m","af","m",49,98,"","m",2024-04-29,2022-08-17,620.8
"5988","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",1,"1","f","r","1",48,99,"","1",2024-04-29,2022-08-17,620.8
"5989","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",46,"2","f","r","2",48.5,100,"","2",2024-04-29,2022-08-17,620.8
"5990","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",77,"2","f","r","3",48,102,"","3",2024-04-29,2022-08-17,620.8
"5991","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",29,"2","f","r","2",48,103,"","2",2024-04-29,2022-08-17,620.8
"5992","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",57,"3","f","r","2",49,103,"","2",2024-04-29,2022-08-17,620.8
"5993","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",13,"1","f","r","3",49,107,"","3",2024-04-29,2022-08-17,620.8
"5994","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",5,"1","m","af","m",48.5,108,"","m",2024-04-29,2022-08-17,620.8
"5995","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",24,"1","m","af","m",50,108,"","m",2024-04-29,2022-08-17,620.8
"5996","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",23,"1","f","r","2",48,109,"","2",2024-04-29,2022-08-17,620.8
"5997","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",54,"3","m","af","m",49.5,109,"","m",2024-04-29,2022-08-17,620.8
"5998","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",43,"2","m","af","m",51,110,"","m",2024-04-29,2022-08-17,620.8
"5999","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",20,"1","f","r","2",50,114,"","2",2024-04-29,2022-08-17,620.8
"6000","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",17,"1","m","af","m",53,114,"","m",2024-04-29,2022-08-17,620.8
"6001","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",14,"1","f","r","3",50,120,"","3",2024-04-29,2022-08-17,620.8
"6002","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",3,"1","f","r","2",52.5,122,"","2",2024-04-29,2022-08-17,620.8
"6003","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",44,"2","f","r","3",51,129,"","3",2024-04-29,2022-08-17,620.8
"6004","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",11,"1","m","af","m",52,130,"","m",2024-04-29,2022-08-17,620.8
"6005","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",19,"1","m","af","m",56,134,"","m",2024-04-29,2022-08-17,620.8
"6006","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",28,"2","m","af","m",53,136,"","m",2024-04-29,2022-08-17,620.8
"6007","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",63,"3","m","af","m",53.5,140,"","m",2024-04-29,2022-08-17,620.8
"6008","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",36,"2","m","af","m",49.5,145,"","m",2024-04-29,2022-08-17,620.8
"6009","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",2,"1","m","af","m",54,148,"","m",2024-04-29,2022-08-17,620.8
"6010","Kristineberg","Katten","1","29.04.2022","IM",NA,"Y","N",9,"13:54","16:35","good",4,"1","m","af","m",56,163,"","m",2024-04-29,2022-08-17,620.8
"6011","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",68,"2","f","r","2",48.5,95,"","2",2024-06-09,2022-08-17,661.8
"6012","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",7,"1","m","af","m",40,49,"","m",2024-06-09,2022-08-17,661.8
"6013","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",6,"1","m","af","m",42,54,"","m",2024-06-09,2022-08-17,661.8
"6014","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",8,"1","f","r","3",41,65,"","3",2024-06-09,2022-08-17,661.8
"6015","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",3,"1","m","af","m",45,70,"","m",2024-06-09,2022-08-17,661.8
"6016","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",77,"2","f","r","1",44,71,"","1",2024-06-09,2022-08-17,661.8
"6017","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",50,"2","m","af","m",45,72,"","m",2024-06-09,2022-08-17,661.8
"6018","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",29,"1","f","r","3",42.5,73,"","3",2024-06-09,2022-08-17,661.8
"6019","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",76,"2","f","r","1",45.5,73,"","1",2024-06-09,2022-08-17,661.8
"6020","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",88,"2","f","r","1",45,76,"","1",2024-06-09,2022-08-17,661.8
"6021","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",4,"1","m","af","m",46,76,"","m",2024-06-09,2022-08-17,661.8
"6022","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",21,"1","f","r","1",45,77,"","1",2024-06-09,2022-08-17,661.8
"6023","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",69,"2","f","r","1",45,78,"","1",2024-06-09,2022-08-17,661.8
"6024","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",12,"1","f","r","1",46,78,"","1",2024-06-09,2022-08-17,661.8
"6025","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",51,"2","m","af","m",46,79,"","m",2024-06-09,2022-08-17,661.8
"6026","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",36,"1","f","r","2",46,81,"","2",2024-06-09,2022-08-17,661.8
"6027","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",11,"1","f","r","1",46.5,81,"","1",2024-06-09,2022-08-17,661.8
"6028","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",59,"2","f","r","1",47,82,"","1",2024-06-09,2022-08-17,661.8
"6029","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",2,"1","m","af","m",46,83,"","m",2024-06-09,2022-08-17,661.8
"6030","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",84,"2","f","r","1",46.5,84,"","1",2024-06-09,2022-08-17,661.8
"6031","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",79,"2","f","r","2",47,84,"","2",2024-06-09,2022-08-17,661.8
"6032","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",52,"2","m","af","m",48,84,"","m",2024-06-09,2022-08-17,661.8
"6033","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",39,"1","f","r","2",44.5,85,"","2",2024-06-09,2022-08-17,661.8
"6034","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",5,"1","m","af","m",47,85,"","m",2024-06-09,2022-08-17,661.8
"6035","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",38,"1","f","r","2",46,86,"","2",2024-06-09,2022-08-17,661.8
"6036","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",80,"2","f","r","1",46.5,86,"","1",2024-06-09,2022-08-17,661.8
"6037","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",41,"1","f","r","1",47,89,"","1",2024-06-09,2022-08-17,661.8
"6038","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",71,"2","f","r","1",47,90,"","1",2024-06-09,2022-08-17,661.8
"6039","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",86,"2","f","r","2",47.5,90,"","2",2024-06-09,2022-08-17,661.8
"6040","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",65,"2","f","r","1",48,90,"parasite spots 15+","1",2024-06-09,2022-08-17,661.8
"6041","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",74,"2","f","r","1",48.5,90,"","1",2024-06-09,2022-08-17,661.8
"6042","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",43,"1","f","r","2",45,91,"parasite spots 6","2",2024-06-09,2022-08-17,661.8
"6043","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",15,"1","f","r","1",47,91,"","1",2024-06-09,2022-08-17,661.8
"6044","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",20,"1","f","r","1",47.5,91,"","1",2024-06-09,2022-08-17,661.8
"6045","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",57,"2","m","af","m",47.5,91,"","m",2024-06-09,2022-08-17,661.8
"6046","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",60,"2","f","r","1",48.5,91,"","1",2024-06-09,2022-08-17,661.8
"6047","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",37,"1","f","r","3",46,92,"","3",2024-06-09,2022-08-17,661.8
"6048","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",40,"1","f","r","2",46.5,92,"","2",2024-06-09,2022-08-17,661.8
"6049","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",63,"2","f","r","2",48.5,92,"","2",2024-06-09,2022-08-17,661.8
"6050","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",62,"2","f","r","3",46,94,"","3",2024-06-09,2022-08-17,661.8
"6051","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",34,"1","f","r","2",48,94,"","2",2024-06-09,2022-08-17,661.8
"6052","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",23,"1","f","r","3",46,95,"","3",2024-06-09,2022-08-17,661.8
"6053","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",14,"1","f","r","2",47,95,"","2",2024-06-09,2022-08-17,661.8
"6054","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",83,"2","f","r","2",48.5,96,"","2",2024-06-09,2022-08-17,661.8
"6055","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",56,"2","m","af","m",49,96,"","m",2024-06-09,2022-08-17,661.8
"6056","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",24,"1","f","r","2",47.5,97,"","2",2024-06-09,2022-08-17,661.8
"6057","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",87,"2","f","r","1",49,97,"","1",2024-06-09,2022-08-17,661.8
"6058","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",44,"1","f","r","1",50,98,"","1",2024-06-09,2022-08-17,661.8
"6059","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",55,"2","m","af","m",50,99,"","m",2024-06-09,2022-08-17,661.8
"6060","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",25,"1","f","r","1",51,99,"","1",2024-06-09,2022-08-17,661.8
"6061","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",16,"1","f","r","2",48.5,100,"","2",2024-06-09,2022-08-17,661.8
"6062","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",42,"1","f","r","1",50.5,100,"","1",2024-06-09,2022-08-17,661.8
"6063","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",22,"1","f","r","3",46.5,101,"","3",2024-06-09,2022-08-17,661.8
"6064","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",27,"1","f","r","2",48,101,"","2",2024-06-09,2022-08-17,661.8
"6065","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",33,"1","f","r","2",48,101,"","2",2024-06-09,2022-08-17,661.8
"6066","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",31,"1","f","r","1",49,102,"","1",2024-06-09,2022-08-17,661.8
"6067","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",26,"1","f","r","1",50.5,102,"","1",2024-06-09,2022-08-17,661.8
"6068","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",64,"2","f","r","3",47,103,"","3",2024-06-09,2022-08-17,661.8
"6069","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",28,"1","f","r","1",49,103,"","1",2024-06-09,2022-08-17,661.8
"6070","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",47,"2","m","af","m",50,103,"","m",2024-06-09,2022-08-17,661.8
"6071","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",13,"1","f","r","3",48,104,"","3",2024-06-09,2022-08-17,661.8
"6072","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",58,"2","f","r","3",48,104,"","3",2024-06-09,2022-08-17,661.8
"6073","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",19,"1","f","r","2",48.5,104,"","2",2024-06-09,2022-08-17,661.8
"6074","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",81,"2","f","r","1",50,104,"","1",2024-06-09,2022-08-17,661.8
"6075","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",35,"1","f","r","2",46.5,105,"","2",2024-06-09,2022-08-17,661.8
"6076","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",67,"2","f","r","3",48,105,"","3",2024-06-09,2022-08-17,661.8
"6077","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",78,"2","f","r","2",51,107,"","2",2024-06-09,2022-08-17,661.8
"6078","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",46,"1","f","r","1",50,108,"parasite spots 30+","1",2024-06-09,2022-08-17,661.8
"6079","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",18,"1","f","r","3",49,109,"","3",2024-06-09,2022-08-17,661.8
"6080","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",61,"2","f","r","3",49,112,"","3",2024-06-09,2022-08-17,661.8
"6081","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",73,"2","f","r","3",49,112,"","3",2024-06-09,2022-08-17,661.8
"6082","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",72,"2","f","r","2",49,113,"","2",2024-06-09,2022-08-17,661.8
"6083","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",9,"1","f","r","2",50,114,"","2",2024-06-09,2022-08-17,661.8
"6084","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",54,"2","m","af","m",52,114,"","m",2024-06-09,2022-08-17,661.8
"6085","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",32,"1","f","r","2",50.5,116,"","2",2024-06-09,2022-08-17,661.8
"6086","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",30,"1","f","r","3",50.5,120,"","3",2024-06-09,2022-08-17,661.8
"6087","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",10,"1","f","r","2",52.5,120,"","2",2024-06-09,2022-08-17,661.8
"6088","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",53,"2","m","af","m",53.5,120,"","m",2024-06-09,2022-08-17,661.8
"6089","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",75,"2","f","r","3",49.5,121,"","3",2024-06-09,2022-08-17,661.8
"6090","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",82,"2","f","r","3",51,129,"","3",2024-06-09,2022-08-17,661.8
"6091","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",66,"2","f","r","2",51.5,132,"parasite spots 2","2",2024-06-09,2022-08-17,661.8
"6092","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",17,"1","f","r","2",54,132,"","2",2024-06-09,2022-08-17,661.8
"6093","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",85,"2","f","r","3",50,135,"","3",2024-06-09,2022-08-17,661.8
"6094","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",1,"1","m","af","m",54.5,135,"","m",2024-06-09,2022-08-17,661.8
"6095","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",70,"2","f","r","3",53,136,"","3",2024-06-09,2022-08-17,661.8
"6096","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",49,"2","m","af","m",55,138,"","m",2024-06-09,2022-08-17,661.8
"6097","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",45,"1","f","r","2",56,164,"","2",2024-06-09,2022-08-17,661.8
"6098","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",48,"2","m","af","m",59,169,"","m",2024-06-09,2022-08-17,661.8
"6099","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",89,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6100","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",90,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6101","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",91,"2","f","r","3",NA,NA,"nopheno","3",2024-06-09,2022-08-17,661.8
"6102","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",92,"2","f","r","1",NA,NA,"nopheno","1",2024-06-09,2022-08-17,661.8
"6103","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",93,"2","f","r","1",NA,NA,"nopheno","1",2024-06-09,2022-08-17,661.8
"6104","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",94,"2","f","r","1",NA,NA,"nopheno","1",2024-06-09,2022-08-17,661.8
"6105","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",95,"2","f","r","3",NA,NA,"nopheno","3",2024-06-09,2022-08-17,661.8
"6106","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",96,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6107","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",97,"2","f","r","3",NA,NA,"nopheno","3",2024-06-09,2022-08-17,661.8
"6108","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",98,"2","f","r","1",NA,NA,"nopheno","1",2024-06-09,2022-08-17,661.8
"6109","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",99,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6110","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",100,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6111","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",101,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6112","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",102,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6113","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",103,"2","f","r","3",NA,NA,"nopheno","3",2024-06-09,2022-08-17,661.8
"6114","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",104,"2","f","r","1",NA,NA,"nopheno","1",2024-06-09,2022-08-17,661.8
"6115","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",105,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6116","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",106,"2","f","r","3",NA,NA,"nopheno","3",2024-06-09,2022-08-17,661.8
"6117","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",107,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6118","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",108,"2","f","r","1",NA,NA,"nopheno","1",2024-06-09,2022-08-17,661.8
"6119","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",109,"2","f","r","1",NA,NA,"nopheno","1",2024-06-09,2022-08-17,661.8
"6120","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",110,"2","f","r","1",NA,NA,"nopheno","1",2024-06-09,2022-08-17,661.8
"6121","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",111,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6122","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",112,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6123","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",113,"2","f","r","2",NA,NA,"nopheno","2",2024-06-09,2022-08-17,661.8
"6124","Kristineberg","Katten","2","09.06.2022","IM",0,"N","N",15.1,"12:15","11:30","bad",114,"2","f","r","1",NA,NA,"nopheno","1",2024-06-09,2022-08-17,661.8
"6125","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",38,"2","m","af","m",39,41,"","m",2024-07-16,2022-08-17,698.8
"6126","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",3,"1","f","r","1",46,72,"","1",2024-07-16,2022-08-17,698.8
"6127","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",43,"2","m","af","m",46.5,72,"","m",2024-07-16,2022-08-17,698.8
"6128","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",41,"2","m","af","m",47,72,"","m",2024-07-16,2022-08-17,698.8
"6129","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",21,"1","f","r","1",45.5,75,"","1",2024-07-16,2022-08-17,698.8
"6130","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",42,"2","m","af","m",46,76,"","m",2024-07-16,2022-08-17,698.8
"6131","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",69,"","m","af","m",46,76,"not for sex ratio","m",2024-07-16,2022-08-17,698.8
"6132","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",56,"2","f","r","1",46,77,"","1",2024-07-16,2022-08-17,698.8
"6133","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",27,"1","f","r","1",47,77,"","1",2024-07-16,2022-08-17,698.8
"6134","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",9,"1","f","r","1",46,78,"","1",2024-07-16,2022-08-17,698.8
"6135","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",40,"2","m","af","m",46.5,78,"","m",2024-07-16,2022-08-17,698.8
"6136","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",53,"2","f","r","1",48,78,"","1",2024-07-16,2022-08-17,698.8
"6137","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",2,"1","f","r","1",45,79,"","1",2024-07-16,2022-08-17,698.8
"6138","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",7,"1","f","r","3",45.5,82,"","3",2024-07-16,2022-08-17,698.8
"6139","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",55,"2","f","r","1",46.5,82,"","1",2024-07-16,2022-08-17,698.8
"6140","Kristineberg","Katten","3","16.07.2022","IM",NA,"Y","N",17.3,"09:30","11:00","good",30,"1","f","r","1",48,83,"","1",2024-07-16,2022-08-17,698.8
