"","Year","Mo","Da","T0m","T2m","T4m","datetime","datemonth","Area","sl_av_7d"
"41763","2009",7,13,11.36,9.96,9.25,2009-07-13,1900-07-13,"Northern Limit",NA
"41764","2009",7,14,11.53,10.54,9.88,2009-07-14,1900-07-14,"Northern Limit",NA
"41765","2009",7,15,10.86,10.84,10.75,2009-07-15,1900-07-15,"Northern Limit",NA
"41766","2009",7,16,10.52,10.48,9.97,2009-07-16,1900-07-16,"Northern Limit",NA
"41767","2009",7,17,10.21,10.21,10.11,2009-07-17,1900-07-17,"Northern Limit",NA
"41768","2009",7,18,9.88,9.88,9.85,2009-07-18,1900-07-18,"Northern Limit",NA
"41769","2009",7,19,9.86,9.83,9.77,2009-07-19,1900-07-19,"Northern Limit",NA
"41770","2009",7,20,9.62,9.62,9.61,2009-07-20,1900-07-20,"Northern Limit",NA
"41771","2009",7,21,9.86,9.76,9.67,2009-07-21,1900-07-21,"Northern Limit",NA
"41772","2009",7,22,9.8,9.63,9.41,2009-07-22,1900-07-22,"Northern Limit",NA
"41773","2009",7,23,10.06,9.63,9.49,2009-07-23,1900-07-23,"Northern Limit",NA
"41774","2009",7,24,10.3,10.01,9.66,2009-07-24,1900-07-24,"Northern Limit",NA
"41775","2009",7,25,10.31,9.98,9.74,2009-07-25,1900-07-25,"Northern Limit",NA
"41776","2009",7,26,11.08,9.92,9.75,2009-07-26,1900-07-26,"Northern Limit",NA
"41777","2009",7,27,11.65,10.5,10.18,2009-07-27,1900-07-27,"Northern Limit",NA
"41778","2009",7,28,11.43,10.59,10.09,2009-07-28,1900-07-28,"Northern Limit",NA
"41779","2009",7,29,10.21,10.16,10.01,2009-07-29,1900-07-29,"Northern Limit",NA
"41780","2009",7,30,10.56,10.44,10.12,2009-07-30,1900-07-30,"Northern Limit",NA
"41781","2009",7,31,10.99,10.56,10.17,2009-07-31,1900-07-31,"Northern Limit",NA
"41782","2009",8,1,11.27,10.47,10.18,2009-08-01,1900-08-01,"Northern Limit",NA
"41783","2009",8,2,11.27,11.06,10.75,2009-08-02,1900-08-02,"Northern Limit",NA
"41784","2009",8,3,11.88,10.84,10.52,2009-08-03,1900-08-03,"Northern Limit",NA
"41785","2009",8,4,12.22,10.89,10.28,2009-08-04,1900-08-04,"Northern Limit",NA
"41786","2009",8,5,13.13,12.12,11.09,2009-08-05,1900-08-05,"Northern Limit",NA
"41787","2009",8,6,12.97,12.4,11.5,2009-08-06,1900-08-06,"Northern Limit",NA
"41788","2009",8,7,13.24,12.16,11.31,2009-08-07,1900-08-07,"Northern Limit",NA
"41789","2009",8,8,12.94,11.96,11.13,2009-08-08,1900-08-08,"Northern Limit",NA
"41790","2009",8,9,12.77,12.49,11.71,2009-08-09,1900-08-09,"Northern Limit",NA
"41791","2009",8,10,12.24,12.17,12.02,2009-08-10,1900-08-10,"Northern Limit",NA
"41792","2009",8,11,12.1,11.92,11.49,2009-08-11,1900-08-11,"Northern Limit",NA
"41793","2009",8,12,11.8,11.71,11.6,2009-08-12,1900-08-12,"Northern Limit",NA
"41794","2009",8,13,11.89,11.88,11.76,2009-08-13,1900-08-13,"Northern Limit",NA
"41795","2009",8,14,11.54,11.51,11.48,2009-08-14,1900-08-14,"Northern Limit",NA
"41796","2009",8,15,11.42,11.43,11.4,2009-08-15,1900-08-15,"Northern Limit",NA
"41797","2009",8,16,11.47,11.47,11.48,2009-08-16,1900-08-16,"Northern Limit",NA
"41798","2009",8,17,11.41,11.41,11.42,2009-08-17,1900-08-17,"Northern Limit",NA
"41799","2009",8,18,11.14,11.14,11.15,2009-08-18,1900-08-18,"Northern Limit",NA
"41800","2009",8,19,10.82,10.83,10.84,2009-08-19,1900-08-19,"Northern Limit",NA
"41801","2009",8,20,10.82,10.83,10.86,2009-08-20,1900-08-20,"Northern Limit",NA
"41802","2009",8,21,11.06,10.76,10.68,2009-08-21,1900-08-21,"Northern Limit",NA
"41803","2009",8,22,11.23,11.02,10.89,2009-08-22,1900-08-22,"Northern Limit",NA
"41804","2009",8,23,10.98,10.9,10.78,2009-08-23,1900-08-23,"Northern Limit",NA
"41805","2009",8,24,10.86,10.83,10.76,2009-08-24,1900-08-24,"Northern Limit",NA
"41806","2009",8,25,10.82,10.8,10.72,2009-08-25,1900-08-25,"Northern Limit",NA
"41807","2009",8,26,10.71,10.74,10.71,2009-08-26,1900-08-26,"Northern Limit",NA
"41808","2009",8,27,10.64,10.65,10.66,2009-08-27,1900-08-27,"Northern Limit",NA
"41809","2009",8,28,10.67,10.67,10.67,2009-08-28,1900-08-28,"Northern Limit",NA
"41810","2009",8,29,10.7,10.7,10.69,2009-08-29,1900-08-29,"Northern Limit",NA
"41811","2009",8,30,10.82,10.77,10.74,2009-08-30,1900-08-30,"Northern Limit",NA
"41812","2009",8,31,10.75,10.69,10.68,2009-08-31,1900-08-31,"Northern Limit",NA
"41813","2009",9,1,10.41,10.36,10.28,2009-09-01,1900-09-01,"Northern Limit",NA
"41814","2009",9,2,10.53,10.45,10.35,2009-09-02,1900-09-02,"Northern Limit",NA
"41815","2009",9,3,10.41,10.41,10.41,2009-09-03,1900-09-03,"Northern Limit",NA
"41816","2009",9,4,10.63,10.62,10.61,2009-09-04,1900-09-04,"Northern Limit",NA
"41817","2009",9,5,10.6,10.62,10.63,2009-09-05,1900-09-05,"Northern Limit",NA
"41818","2009",9,6,10.39,10.47,10.51,2009-09-06,1900-09-06,"Northern Limit",NA
"41819","2009",9,7,10.25,10.26,10.3,2009-09-07,1900-09-07,"Northern Limit",NA
"41820","2009",9,8,10.26,10.22,10.28,2009-09-08,1900-09-08,"Northern Limit",NA
"41821","2009",9,9,10.41,10.42,10.46,2009-09-09,1900-09-09,"Northern Limit",NA
"41822","2009",9,10,10.61,10.61,10.61,2009-09-10,1900-09-10,"Northern Limit",NA
"41823","2009",9,11,10.62,10.62,10.63,2009-09-11,1900-09-11,"Northern Limit",NA
"41824","2009",9,12,10.64,10.64,10.64,2009-09-12,1900-09-12,"Northern Limit",NA
"41825","2009",9,13,10.6,10.6,10.61,2009-09-13,1900-09-13,"Northern Limit",NA
"41826","2009",9,14,10.57,10.57,10.57,2009-09-14,1900-09-14,"Northern Limit",NA
"41827","2009",9,15,10.55,10.55,10.55,2009-09-15,1900-09-15,"Northern Limit",NA
"41828","2009",9,16,10.71,10.71,10.72,2009-09-16,1900-09-16,"Northern Limit",NA
"41829","2009",9,17,10.56,10.57,10.57,2009-09-17,1900-09-17,"Northern Limit",NA
"41830","2009",9,18,10.41,10.41,10.41,2009-09-18,1900-09-18,"Northern Limit",NA
"41831","2009",9,19,10.33,10.33,10.34,2009-09-19,1900-09-19,"Northern Limit",NA
"41832","2009",9,20,10.52,10.52,10.52,2009-09-20,1900-09-20,"Northern Limit",NA
"41833","2009",9,21,10.36,10.36,10.36,2009-09-21,1900-09-21,"Northern Limit",NA
"41834","2009",9,22,10.37,10.38,10.38,2009-09-22,1900-09-22,"Northern Limit",NA
"41835","2009",9,23,10.39,10.39,10.39,2009-09-23,1900-09-23,"Northern Limit",NA
"41836","2009",9,24,10.3,10.3,10.3,2009-09-24,1900-09-24,"Northern Limit",NA
"41837","2009",9,25,10.26,10.27,10.27,2009-09-25,1900-09-25,"Northern Limit",NA
"41838","2009",9,26,10.27,10.27,10.27,2009-09-26,1900-09-26,"Northern Limit",NA
"41839","2009",9,27,10.23,10.24,10.24,2009-09-27,1900-09-27,"Northern Limit",NA
"41840","2009",9,28,10.15,10.16,10.16,2009-09-28,1900-09-28,"Northern Limit",NA
"41841","2009",9,29,9.64,9.66,9.7,2009-09-29,1900-09-29,"Northern Limit",NA
"41842","2009",9,30,9.54,9.55,9.57,2009-09-30,1900-09-30,"Northern Limit",NA
"41843","2009",10,1,9.32,9.32,9.33,2009-10-01,1900-10-01,"Northern Limit",NA
"41844","2009",10,2,9.1,9.11,9.12,2009-10-02,1900-10-02,"Northern Limit",NA
"41845","2009",10,3,9.32,9.33,9.33,2009-10-03,1900-10-03,"Northern Limit",NA
"41846","2009",10,4,9.5,9.52,9.63,2009-10-04,1900-10-04,"Northern Limit",NA
"41847","2009",10,5,9.36,9.42,9.57,2009-10-05,1900-10-05,"Northern Limit",NA
"41848","2009",10,6,9.57,9.57,9.58,2009-10-06,1900-10-06,"Northern Limit",NA
"41849","2009",10,7,9.57,9.57,9.57,2009-10-07,1900-10-07,"Northern Limit",NA
"41850","2009",10,8,9.06,9.07,9.09,2009-10-08,1900-10-08,"Northern Limit",NA
"41851","2009",10,9,9.43,9.44,9.44,2009-10-09,1900-10-09,"Northern Limit",NA
"41852","2009",10,10,9.37,9.37,9.38,2009-10-10,1900-10-10,"Northern Limit",NA
"41853","2009",10,11,9.34,9.34,9.35,2009-10-11,1900-10-11,"Northern Limit",NA
"41854","2009",10,12,8.88,8.89,8.89,2009-10-12,1900-10-12,"Northern Limit",NA
"41855","2009",10,13,7.78,7.84,7.98,2009-10-13,1900-10-13,"Northern Limit",NA
"41856","2009",10,14,8.11,8.12,8.12,2009-10-14,1900-10-14,"Northern Limit",NA
"41857","2009",10,15,9.13,9.13,9.13,2009-10-15,1900-10-15,"Northern Limit",NA
"41858","2009",10,16,9.24,9.24,9.24,2009-10-16,1900-10-16,"Northern Limit",NA
"41859","2009",10,17,9.06,9.06,9.06,2009-10-17,1900-10-17,"Northern Limit",NA
"41860","2009",10,18,9.33,9.33,9.33,2009-10-18,1900-10-18,"Northern Limit",NA
"41861","2009",10,19,9.41,9.41,9.42,2009-10-19,1900-10-19,"Northern Limit",NA
"41862","2009",10,20,9.33,9.33,9.33,2009-10-20,1900-10-20,"Northern Limit",NA
"41863","2009",10,21,8.78,8.78,8.78,2009-10-21,1900-10-21,"Northern Limit",NA
"41864","2009",10,22,8.57,8.58,8.59,2009-10-22,1900-10-22,"Northern Limit",NA
"41865","2009",10,23,8.25,8.25,8.26,2009-10-23,1900-10-23,"Northern Limit",NA
"41866","2009",10,24,8.27,8.27,8.28,2009-10-24,1900-10-24,"Northern Limit",NA
"41867","2009",10,25,8.38,8.38,8.39,2009-10-25,1900-10-25,"Northern Limit",NA
"41868","2009",10,26,8.36,8.36,8.37,2009-10-26,1900-10-26,"Northern Limit",NA
"41869","2009",10,27,8.28,8.29,8.29,2009-10-27,1900-10-27,"Northern Limit",NA
"41870","2009",10,28,8.32,8.33,8.33,2009-10-28,1900-10-28,"Northern Limit",NA
"41871","2009",10,29,8.14,8.14,8.14,2009-10-29,1900-10-29,"Northern Limit",NA
"41872","2009",10,30,8.47,8.47,8.47,2009-10-30,1900-10-30,"Northern Limit",NA
"41873","2009",10,31,8.5,8.5,8.5,2009-10-31,1900-10-31,"Northern Limit",NA
"41874","2009",11,1,8.54,8.54,8.55,2009-11-01,1900-11-01,"Northern Limit",NA
"41875","2009",11,2,8.61,8.62,8.62,2009-11-02,1900-11-02,"Northern Limit",NA
"41876","2009",11,3,8.69,8.69,8.69,2009-11-03,1900-11-03,"Northern Limit",NA
"41877","2009",11,4,8.77,8.77,8.77,2009-11-04,1900-11-04,"Northern Limit",NA
"41878","2009",11,5,8.84,8.84,8.84,2009-11-05,1900-11-05,"Northern Limit",NA
"41879","2009",11,6,8.36,8.36,8.37,2009-11-06,1900-11-06,"Northern Limit",NA
"41880","2009",11,7,8.35,8.35,8.36,2009-11-07,1900-11-07,"Northern Limit",NA
"41881","2009",11,8,9.02,9.02,9.03,2009-11-08,1900-11-08,"Northern Limit",NA
"41882","2009",11,9,8.89,8.89,8.89,2009-11-09,1900-11-09,"Northern Limit",NA
"41883","2009",11,10,8.6,8.61,8.61,2009-11-10,1900-11-10,"Northern Limit",NA
"41884","2009",11,11,8.51,8.51,8.51,2009-11-11,1900-11-11,"Northern Limit",NA
"41885","2009",11,12,8.38,8.39,8.39,2009-11-12,1900-11-12,"Northern Limit",NA
"41886","2009",11,13,8.49,8.49,8.5,2009-11-13,1900-11-13,"Northern Limit",NA
"41887","2009",11,14,8.79,8.79,8.79,2009-11-14,1900-11-14,"Northern Limit",NA
"41888","2009",11,15,8.54,8.55,8.55,2009-11-15,1900-11-15,"Northern Limit",NA
"41889","2009",11,16,8.14,8.14,8.15,2009-11-16,1900-11-16,"Northern Limit",NA
"41890","2009",11,17,7.83,7.83,7.84,2009-11-17,1900-11-17,"Northern Limit",NA
"41891","2009",11,18,8.04,8.04,8.04,2009-11-18,1900-11-18,"Northern Limit",NA
"41892","2009",11,19,8.54,8.54,8.54,2009-11-19,1900-11-19,"Northern Limit",NA
"41893","2009",11,20,8.59,8.6,8.6,2009-11-20,1900-11-20,"Northern Limit",NA
"41894","2009",11,21,9,9.01,9.01,2009-11-21,1900-11-21,"Northern Limit",NA
"41895","2009",11,22,8.81,8.81,8.81,2009-11-22,1900-11-22,"Northern Limit",NA
"41896","2009",11,23,8.62,8.62,8.62,2009-11-23,1900-11-23,"Northern Limit",NA
"41897","2009",11,24,8.65,8.65,8.65,2009-11-24,1900-11-24,"Northern Limit",NA
"41898","2009",11,25,8.58,8.58,8.58,2009-11-25,1900-11-25,"Northern Limit",NA
"41899","2009",11,26,8.55,8.56,8.56,2009-11-26,1900-11-26,"Northern Limit",NA
"41900","2009",11,27,8.47,8.47,8.47,2009-11-27,1900-11-27,"Northern Limit",NA
"41901","2009",11,28,7.98,7.98,7.98,2009-11-28,1900-11-28,"Northern Limit",NA
"41902","2009",11,29,8.17,8.18,8.18,2009-11-29,1900-11-29,"Northern Limit",NA
"41903","2009",11,30,8.43,8.43,8.43,2009-11-30,1900-11-30,"Northern Limit",NA
"41904","2009",12,1,8.24,8.25,8.25,2009-12-01,1900-12-01,"Northern Limit",NA
"41905","2009",12,2,8.15,8.15,8.15,2009-12-02,1900-12-02,"Northern Limit",NA
"41906","2009",12,3,8.15,8.15,8.16,2009-12-03,1900-12-03,"Northern Limit",NA
"41907","2009",12,4,8.18,8.18,8.18,2009-12-04,1900-12-04,"Northern Limit",NA
"41908","2009",12,5,8.11,8.11,8.12,2009-12-05,1900-12-05,"Northern Limit",NA
"41909","2009",12,6,7.88,7.89,7.89,2009-12-06,1900-12-06,"Northern Limit",NA
"41910","2009",12,7,7.77,7.77,7.77,2009-12-07,1900-12-07,"Northern Limit",NA
"41911","2009",12,8,7.67,7.68,7.68,2009-12-08,1900-12-08,"Northern Limit",NA
"41912","2009",12,9,7.78,7.78,7.78,2009-12-09,1900-12-09,"Northern Limit",NA
"41913","2009",12,10,7.77,7.77,7.77,2009-12-10,1900-12-10,"Northern Limit",NA
"41914","2009",12,11,7.66,7.66,7.66,2009-12-11,1900-12-11,"Northern Limit",NA
"41915","2009",12,12,7.55,7.55,7.55,2009-12-12,1900-12-12,"Northern Limit",NA
"41916","2009",12,13,7.72,7.73,7.73,2009-12-13,1900-12-13,"Northern Limit",NA
"41917","2009",12,14,7.6,7.61,7.61,2009-12-14,1900-12-14,"Northern Limit",NA
"41918","2009",12,15,7.29,7.29,7.29,2009-12-15,1900-12-15,"Northern Limit",NA
"41919","2009",12,16,7.27,7.27,7.28,2009-12-16,1900-12-16,"Northern Limit",NA
"41920","2009",12,17,7.19,7.2,7.2,2009-12-17,1900-12-17,"Northern Limit",NA
"41921","2009",12,18,7.47,7.48,7.48,2009-12-18,1900-12-18,"Northern Limit",NA
"41922","2009",12,19,7.39,7.39,7.39,2009-12-19,1900-12-19,"Northern Limit",NA
"41923","2009",12,20,7.29,7.29,7.3,2009-12-20,1900-12-20,"Northern Limit",NA
"41924","2009",12,21,7.05,7.06,7.06,2009-12-21,1900-12-21,"Northern Limit",NA
"41925","2009",12,22,6.91,6.92,6.92,2009-12-22,1900-12-22,"Northern Limit",NA
"41926","2009",12,23,6.78,6.78,6.78,2009-12-23,1900-12-23,"Northern Limit",NA
"41927","2009",12,24,6.64,6.64,6.65,2009-12-24,1900-12-24,"Northern Limit",NA
"41928","2009",12,25,6.56,6.56,6.56,2009-12-25,1900-12-25,"Northern Limit",NA
"41929","2009",12,26,6.68,6.68,6.68,2009-12-26,1900-12-26,"Northern Limit",NA
"41930","2009",12,27,6.56,6.56,6.57,2009-12-27,1900-12-27,"Northern Limit",NA
"41931","2009",12,28,6.39,6.39,6.39,2009-12-28,1900-12-28,"Northern Limit",NA
"41932","2009",12,29,6.34,6.34,6.34,2009-12-29,1900-12-29,"Northern Limit",NA
"41933","2009",12,30,6.28,6.28,6.28,2009-12-30,1900-12-30,"Northern Limit",NA
"41934","2009",12,31,6.23,6.23,6.23,2009-12-31,1900-12-31,"Northern Limit",NA
"41935","2010",1,1,6.18,6.18,6.19,2010-01-01,1900-01-01,"Northern Limit",NA
"41936","2010",1,2,6.03,6.03,6.04,2010-01-02,1900-01-02,"Northern Limit",NA
"41937","2010",1,3,5.97,5.98,5.98,2010-01-03,1900-01-03,"Northern Limit",NA
"41938","2010",1,4,5.91,5.91,5.91,2010-01-04,1900-01-04,"Northern Limit",NA
"41939","2010",1,5,5.9,5.9,5.9,2010-01-05,1900-01-05,"Northern Limit",NA
"41940","2010",1,6,5.86,5.87,5.87,2010-01-06,1900-01-06,"Northern Limit",NA
"41941","2010",1,7,5.76,5.76,5.76,2010-01-07,1900-01-07,"Northern Limit",NA
"41942","2010",1,8,5.74,5.74,5.74,2010-01-08,1900-01-08,"Northern Limit",NA
"41943","2010",1,9,5.71,5.72,5.72,2010-01-09,1900-01-09,"Northern Limit",NA
"41944","2010",1,10,5.7,5.7,5.7,2010-01-10,1900-01-10,"Northern Limit",NA
"41945","2010",1,11,5.58,5.58,5.58,2010-01-11,1900-01-11,"Northern Limit",NA
"41946","2010",1,12,5.59,5.59,5.59,2010-01-12,1900-01-12,"Northern Limit",NA
"41947","2010",1,13,5.5,5.5,5.5,2010-01-13,1900-01-13,"Northern Limit",NA
"41948","2010",1,14,5.52,5.53,5.53,2010-01-14,1900-01-14,"Northern Limit",NA
"41949","2010",1,15,5.44,5.45,5.45,2010-01-15,1900-01-15,"Northern Limit",NA
"41950","2010",1,16,5.31,5.31,5.31,2010-01-16,1900-01-16,"Northern Limit",NA
"41951","2010",1,17,5.19,5.19,5.19,2010-01-17,1900-01-17,"Northern Limit",NA
"41952","2010",1,18,5.57,5.57,5.58,2010-01-18,1900-01-18,"Northern Limit",NA
"41953","2010",1,19,5.38,5.39,5.39,2010-01-19,1900-01-19,"Northern Limit",NA
"41954","2010",1,20,5.62,5.62,5.62,2010-01-20,1900-01-20,"Northern Limit",NA
"41955","2010",1,21,5.35,5.35,5.36,2010-01-21,1900-01-21,"Northern Limit",NA
"41956","2010",1,22,5.38,5.38,5.38,2010-01-22,1900-01-22,"Northern Limit",NA
"41957","2010",1,23,5.23,5.23,5.24,2010-01-23,1900-01-23,"Northern Limit",NA
"41958","2010",1,24,5.31,5.31,5.31,2010-01-24,1900-01-24,"Northern Limit",NA
"41959","2010",1,25,5.31,5.32,5.32,2010-01-25,1900-01-25,"Northern Limit",NA
"41960","2010",1,26,5.48,5.48,5.48,2010-01-26,1900-01-26,"Northern Limit",NA
"41961","2010",1,27,5.26,5.26,5.27,2010-01-27,1900-01-27,"Northern Limit",NA
"41962","2010",1,28,5.46,5.46,5.47,2010-01-28,1900-01-28,"Northern Limit",NA
"41963","2010",1,29,5.4,5.4,5.41,2010-01-29,1900-01-29,"Northern Limit",NA
"41964","2010",1,30,5.01,5.01,5.01,2010-01-30,1900-01-30,"Northern Limit",NA
"41965","2010",1,31,4.87,4.88,4.88,2010-01-31,1900-01-31,"Northern Limit",NA
"41966","2010",2,1,4.87,4.87,4.87,2010-02-01,1900-02-01,"Northern Limit",NA
"41967","2010",2,2,4.68,4.69,4.69,2010-02-02,1900-02-02,"Northern Limit",NA
"41968","2010",2,3,4.67,4.67,4.68,2010-02-03,1900-02-03,"Northern Limit",NA
"41969","2010",2,4,4.68,4.68,4.68,2010-02-04,1900-02-04,"Northern Limit",NA
"41970","2010",2,5,4.6,4.6,4.61,2010-02-05,1900-02-05,"Northern Limit",NA
"41971","2010",2,6,4.52,4.52,4.52,2010-02-06,1900-02-06,"Northern Limit",NA
"41972","2010",2,7,4.49,4.5,4.51,2010-02-07,1900-02-07,"Northern Limit",NA
"41973","2010",2,8,4.61,4.61,4.61,2010-02-08,1900-02-08,"Northern Limit",NA
"41974","2010",2,9,4.49,4.49,4.49,2010-02-09,1900-02-09,"Northern Limit",NA
"41975","2010",2,10,4.39,4.4,4.4,2010-02-10,1900-02-10,"Northern Limit",NA
"41976","2010",2,11,4.24,4.24,4.24,2010-02-11,1900-02-11,"Northern Limit",NA
"41977","2010",2,12,4.18,4.18,4.18,2010-02-12,1900-02-12,"Northern Limit",NA
"41978","2010",2,13,4.42,4.42,4.42,2010-02-13,1900-02-13,"Northern Limit",NA
"41979","2010",2,14,4.4,4.4,4.41,2010-02-14,1900-02-14,"Northern Limit",NA
"41980","2010",2,15,4.09,4.1,4.12,2010-02-15,1900-02-15,"Northern Limit",NA
"41981","2010",2,16,4.09,4.1,4.1,2010-02-16,1900-02-16,"Northern Limit",NA
"41982","2010",2,17,4.09,4.09,4.09,2010-02-17,1900-02-17,"Northern Limit",NA
"41983","2010",2,18,3.94,3.94,3.95,2010-02-18,1900-02-18,"Northern Limit",NA
"41984","2010",2,19,3.94,3.95,3.95,2010-02-19,1900-02-19,"Northern Limit",NA
"41985","2010",2,20,3.76,3.76,3.76,2010-02-20,1900-02-20,"Northern Limit",NA
"41986","2010",2,21,3.66,3.66,3.66,2010-02-21,1900-02-21,"Northern Limit",NA
"41987","2010",2,22,3.63,3.63,3.64,2010-02-22,1900-02-22,"Northern Limit",NA
"41988","2010",2,23,3.38,3.39,3.39,2010-02-23,1900-02-23,"Northern Limit",NA
"41989","2010",2,24,3.39,3.39,3.4,2010-02-24,1900-02-24,"Northern Limit",NA
"41990","2010",2,25,4.06,4.07,4.07,2010-02-25,1900-02-25,"Northern Limit",NA
"41991","2010",2,26,3.56,3.57,3.57,2010-02-26,1900-02-26,"Northern Limit",NA
"41992","2010",2,27,3.37,3.37,3.37,2010-02-27,1900-02-27,"Northern Limit",NA
"41993","2010",2,28,3.06,3.07,3.07,2010-02-28,1900-02-28,"Northern Limit",NA
"41994","2010",3,1,3.26,3.26,3.26,2010-03-01,1900-03-01,"Northern Limit",NA
"41995","2010",3,2,3.18,3.18,3.18,2010-03-02,1900-03-02,"Northern Limit",NA
"41996","2010",3,3,2.32,2.35,2.43,2010-03-03,1900-03-03,"Northern Limit",NA
"41997","2010",3,4,3.24,3.24,3.24,2010-03-04,1900-03-04,"Northern Limit",NA
"41998","2010",3,5,3.87,3.87,3.88,2010-03-05,1900-03-05,"Northern Limit",NA
"41999","2010",3,6,3.53,3.54,3.54,2010-03-06,1900-03-06,"Northern Limit",NA
"42000","2010",3,7,3.74,3.74,3.75,2010-03-07,1900-03-07,"Northern Limit",NA
"42001","2010",3,8,4.1,4.1,4.1,2010-03-08,1900-03-08,"Northern Limit",NA
"42002","2010",3,9,3.77,3.78,3.78,2010-03-09,1900-03-09,"Northern Limit",NA
"42003","2010",3,10,3.54,3.54,3.55,2010-03-10,1900-03-10,"Northern Limit",NA
"42004","2010",3,11,3.83,3.83,3.84,2010-03-11,1900-03-11,"Northern Limit",NA
"42005","2010",3,12,4.06,4.07,4.08,2010-03-12,1900-03-12,"Northern Limit",NA
"42006","2010",3,13,3.91,3.91,3.91,2010-03-13,1900-03-13,"Northern Limit",NA
"42007","2010",3,14,3.61,3.61,3.61,2010-03-14,1900-03-14,"Northern Limit",NA
"42008","2010",3,15,3.35,3.35,3.36,2010-03-15,1900-03-15,"Northern Limit",NA
"42009","2010",3,16,3.4,3.4,3.4,2010-03-16,1900-03-16,"Northern Limit",NA
"42010","2010",3,17,3.58,3.58,3.59,2010-03-17,1900-03-17,"Northern Limit",NA
"42011","2010",3,18,3.69,3.69,3.7,2010-03-18,1900-03-18,"Northern Limit",NA
"42012","2010",3,19,3.34,3.34,3.34,2010-03-19,1900-03-19,"Northern Limit",NA
"42013","2010",3,20,3.58,3.59,3.6,2010-03-20,1900-03-20,"Northern Limit",NA
"42014","2010",3,21,3.79,3.79,3.8,2010-03-21,1900-03-21,"Northern Limit",NA
"42015","2010",3,22,3.41,3.41,3.42,2010-03-22,1900-03-22,"Northern Limit",NA
"42016","2010",3,23,3.22,3.23,3.23,2010-03-23,1900-03-23,"Northern Limit",NA
"42017","2010",3,24,3.13,3.14,3.14,2010-03-24,1900-03-24,"Northern Limit",NA
"42018","2010",3,25,3.74,3.74,3.74,2010-03-25,1900-03-25,"Northern Limit",NA
"42019","2010",3,26,3.58,3.58,3.59,2010-03-26,1900-03-26,"Northern Limit",NA
"42020","2010",3,27,3.47,3.47,3.48,2010-03-27,1900-03-27,"Northern Limit",NA
"42021","2010",3,28,3.17,3.17,3.18,2010-03-28,1900-03-28,"Northern Limit",NA
"42022","2010",3,29,2.69,2.69,2.7,2010-03-29,1900-03-29,"Northern Limit",NA
"42023","2010",3,30,2,2.01,2.14,2010-03-30,1900-03-30,"Northern Limit",NA
"42024","2010",3,31,2.27,2.28,2.29,2010-03-31,1900-03-31,"Northern Limit",NA
"42025","2010",4,1,2.51,2.53,2.58,2010-04-01,1900-04-01,"Northern Limit",NA
"42026","2010",4,2,2.48,2.44,2.61,2010-04-02,1900-04-02,"Northern Limit",NA
"42027","2010",4,3,2.68,2.62,2.67,2010-04-03,1900-04-03,"Northern Limit",NA
"42028","2010",4,4,3.42,3.39,3.37,2010-04-04,1900-04-04,"Northern Limit",NA
"42029","2010",4,5,3.47,3.47,3.47,2010-04-05,1900-04-05,"Northern Limit",NA
"42030","2010",4,6,3.22,3.24,3.33,2010-04-06,1900-04-06,"Northern Limit",NA
"42031","2010",4,7,3.05,3.06,3.17,2010-04-07,1900-04-07,"Northern Limit",NA
"42032","2010",4,8,3.3,3.3,3.31,2010-04-08,1900-04-08,"Northern Limit",NA
"42033","2010",4,9,3.3,3.31,3.33,2010-04-09,1900-04-09,"Northern Limit",NA
"42034","2010",4,10,3.11,3.11,3.13,2010-04-10,1900-04-10,"Northern Limit",NA
"42035","2010",4,11,3.43,3.43,3.43,2010-04-11,1900-04-11,"Northern Limit",NA
"42036","2010",4,12,3.69,3.69,3.69,2010-04-12,1900-04-12,"Northern Limit",NA
"42037","2010",4,13,3.77,3.77,3.77,2010-04-13,1900-04-13,"Northern Limit",NA
"42038","2010",4,14,3.72,3.72,3.73,2010-04-14,1900-04-14,"Northern Limit",NA
"42039","2010",4,15,3.69,3.69,3.69,2010-04-15,1900-04-15,"Northern Limit",NA
"42040","2010",4,16,3.83,3.84,3.84,2010-04-16,1900-04-16,"Northern Limit",NA
"42041","2010",4,17,3.73,3.73,3.74,2010-04-17,1900-04-17,"Northern Limit",NA
"42042","2010",4,18,3.95,3.92,3.9,2010-04-18,1900-04-18,"Northern Limit",NA
"42043","2010",4,19,3.88,3.88,3.88,2010-04-19,1900-04-19,"Northern Limit",NA
"42044","2010",4,20,4.03,3.91,3.87,2010-04-20,1900-04-20,"Northern Limit",NA
"42045","2010",4,21,3.93,3.93,3.91,2010-04-21,1900-04-21,"Northern Limit",NA
"42046","2010",4,22,3.99,3.93,3.9,2010-04-22,1900-04-22,"Northern Limit",NA
"42047","2010",4,23,3.83,3.83,3.83,2010-04-23,1900-04-23,"Northern Limit",NA
"42048","2010",4,24,3.78,3.79,3.79,2010-04-24,1900-04-24,"Northern Limit",NA
"42049","2010",4,25,3.71,3.7,3.69,2010-04-25,1900-04-25,"Northern Limit",NA
"42050","2010",4,26,3.67,3.67,3.67,2010-04-26,1900-04-26,"Northern Limit",NA
"42051","2010",4,27,3.86,3.86,3.86,2010-04-27,1900-04-27,"Northern Limit",NA
"42052","2010",4,28,3.98,3.98,3.98,2010-04-28,1900-04-28,"Northern Limit",NA
